OF_id,fornecedor,categoria,valor,prazo_entrega,dias_para_vencer,risk_score,prioridade,motivo_notificacao,assunto,mensagem,status_envio
841,Fornecedor_19,Insumos,17321.41,2023-04-02,-1154,0.6262694461524905,Média,prazo próximo do vencimento,Acompanhamento da OF 841 - prioridade Média,"Prezado fornecedor Fornecedor_19,

A Ordem de Fornecimento 841 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-04-02 00:00:00 e o escore de risco calculado é 0.63.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
842,Fornecedor_10,Tecnologia,41782.92,2023-09-11,-992,0.6645206239789174,Média,prazo próximo do vencimento,Acompanhamento da OF 842 - prioridade Média,"Prezado fornecedor Fornecedor_10,

A Ordem de Fornecimento 842 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-09-11 00:00:00 e o escore de risco calculado é 0.66.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
843,Fornecedor_13,Equipamentos,5791.12,2023-03-17,-1170,0.1907780441703016,Baixa,prazo próximo do vencimento,Acompanhamento da OF 843 - prioridade Baixa,"Prezado fornecedor Fornecedor_13,

A Ordem de Fornecimento 843 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-03-17 00:00:00 e o escore de risco calculado é 0.19.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
844,Fornecedor_7,Medicamentos,38798.01,2023-03-08,-1179,0.3330324114912213,Baixa,prazo próximo do vencimento,Acompanhamento da OF 844 - prioridade Baixa,"Prezado fornecedor Fornecedor_7,

A Ordem de Fornecimento 844 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-03-08 00:00:00 e o escore de risco calculado é 0.33.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
845,Fornecedor_13,Tecnologia,46979.99,2023-02-10,-1205,0.3028138650370091,Baixa,prazo próximo do vencimento,Acompanhamento da OF 845 - prioridade Baixa,"Prezado fornecedor Fornecedor_13,

A Ordem de Fornecimento 845 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-02-10 00:00:00 e o escore de risco calculado é 0.30.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
846,Fornecedor_15,Equipamentos,38504.03,2023-09-30,-973,0.1802762533341785,Baixa,prazo próximo do vencimento,Acompanhamento da OF 846 - prioridade Baixa,"Prezado fornecedor Fornecedor_15,

A Ordem de Fornecimento 846 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-09-30 00:00:00 e o escore de risco calculado é 0.18.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
847,Fornecedor_16,Tecnologia,4416.3,2023-03-21,-1166,0.5230093420405612,Média,prazo próximo do vencimento,Acompanhamento da OF 847 - prioridade Média,"Prezado fornecedor Fornecedor_16,

A Ordem de Fornecimento 847 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-03-21 00:00:00 e o escore de risco calculado é 0.52.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
848,Fornecedor_8,Insumos,19425.5,2023-04-10,-1146,0.3020109225816535,Baixa,prazo próximo do vencimento,Acompanhamento da OF 848 - prioridade Baixa,"Prezado fornecedor Fornecedor_8,

A Ordem de Fornecimento 848 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-04-10 00:00:00 e o escore de risco calculado é 0.30.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
849,Fornecedor_5,Insumos,47062.6,2023-10-06,-967,0.3726174952206412,Baixa,prazo próximo do vencimento,Acompanhamento da OF 849 - prioridade Baixa,"Prezado fornecedor Fornecedor_5,

A Ordem de Fornecimento 849 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-10-06 00:00:00 e o escore de risco calculado é 0.37.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
850,Fornecedor_7,Medicamentos,6552.2,2023-12-04,-908,0.3842347657177095,Baixa,prazo próximo do vencimento,Acompanhamento da OF 850 - prioridade Baixa,"Prezado fornecedor Fornecedor_7,

A Ordem de Fornecimento 850 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-04 00:00:00 e o escore de risco calculado é 0.38.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
851,Fornecedor_9,Medicamentos,29363.72,2023-07-06,-1059,0.0996252746156555,Baixa,prazo próximo do vencimento,Acompanhamento da OF 851 - prioridade Baixa,"Prezado fornecedor Fornecedor_9,

A Ordem de Fornecimento 851 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-07-06 00:00:00 e o escore de risco calculado é 0.10.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
852,Fornecedor_15,Medicamentos,29737.79,2023-01-22,-1224,0.2918524528305087,Baixa,prazo próximo do vencimento,Acompanhamento da OF 852 - prioridade Baixa,"Prezado fornecedor Fornecedor_15,

A Ordem de Fornecimento 852 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-01-22 00:00:00 e o escore de risco calculado é 0.29.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
853,Fornecedor_4,Equipamentos,2018.86,2023-05-30,-1096,0.3179278909733403,Baixa,prazo próximo do vencimento,Acompanhamento da OF 853 - prioridade Baixa,"Prezado fornecedor Fornecedor_4,

A Ordem de Fornecimento 853 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-05-30 00:00:00 e o escore de risco calculado é 0.32.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
854,Fornecedor_18,Equipamentos,13570.37,2023-12-11,-901,0.3366872501986079,Baixa,prazo próximo do vencimento,Acompanhamento da OF 854 - prioridade Baixa,"Prezado fornecedor Fornecedor_18,

A Ordem de Fornecimento 854 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-11 00:00:00 e o escore de risco calculado é 0.34.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
855,Fornecedor_20,Medicamentos,36417.14,2023-06-07,-1088,0.2012548560395673,Baixa,prazo próximo do vencimento,Acompanhamento da OF 855 - prioridade Baixa,"Prezado fornecedor Fornecedor_20,

A Ordem de Fornecimento 855 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-06-07 00:00:00 e o escore de risco calculado é 0.20.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
856,Fornecedor_1,Medicamentos,36662.52,2023-12-27,-885,0.5604319781120939,Média,prazo próximo do vencimento,Acompanhamento da OF 856 - prioridade Média,"Prezado fornecedor Fornecedor_1,

A Ordem de Fornecimento 856 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-12-27 00:00:00 e o escore de risco calculado é 0.56.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
857,Fornecedor_19,Insumos,21348.93,2023-08-13,-1021,0.3092673864036971,Baixa,prazo próximo do vencimento,Acompanhamento da OF 857 - prioridade Baixa,"Prezado fornecedor Fornecedor_19,

A Ordem de Fornecimento 857 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-08-13 00:00:00 e o escore de risco calculado é 0.31.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
858,Fornecedor_10,Equipamentos,45592.2,2023-08-12,-1022,0.1374434259263968,Baixa,prazo próximo do vencimento,Acompanhamento da OF 858 - prioridade Baixa,"Prezado fornecedor Fornecedor_10,

A Ordem de Fornecimento 858 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-08-12 00:00:00 e o escore de risco calculado é 0.14.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
859,Fornecedor_11,Insumos,40025.22,2023-01-23,-1223,0.2402260222216605,Baixa,prazo próximo do vencimento,Acompanhamento da OF 859 - prioridade Baixa,"Prezado fornecedor Fornecedor_11,

A Ordem de Fornecimento 859 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-01-23 00:00:00 e o escore de risco calculado é 0.24.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
860,Fornecedor_2,Tecnologia,40742.11,2023-07-06,-1059,0.273979596649314,Baixa,prazo próximo do vencimento,Acompanhamento da OF 860 - prioridade Baixa,"Prezado fornecedor Fornecedor_2,

A Ordem de Fornecimento 860 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-07-06 00:00:00 e o escore de risco calculado é 0.27.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
861,Fornecedor_5,Tecnologia,25372.22,2023-11-12,-930,0.3756628880099964,Baixa,prazo próximo do vencimento,Acompanhamento da OF 861 - prioridade Baixa,"Prezado fornecedor Fornecedor_5,

A Ordem de Fornecimento 861 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-11-12 00:00:00 e o escore de risco calculado é 0.38.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
862,Fornecedor_11,Equipamentos,5321.61,2023-01-29,-1217,0.3620097988092422,Baixa,prazo próximo do vencimento,Acompanhamento da OF 862 - prioridade Baixa,"Prezado fornecedor Fornecedor_11,

A Ordem de Fornecimento 862 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-01-29 00:00:00 e o escore de risco calculado é 0.36.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
863,Fornecedor_6,Medicamentos,8968.9,2023-05-21,-1105,0.6439916699750639,Média,prazo próximo do vencimento,Acompanhamento da OF 863 - prioridade Média,"Prezado fornecedor Fornecedor_6,

A Ordem de Fornecimento 863 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-05-21 00:00:00 e o escore de risco calculado é 0.64.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
864,Fornecedor_4,Equipamentos,47057.86,2023-03-29,-1158,0.2921561310178692,Baixa,prazo próximo do vencimento,Acompanhamento da OF 864 - prioridade Baixa,"Prezado fornecedor Fornecedor_4,

A Ordem de Fornecimento 864 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-03-29 00:00:00 e o escore de risco calculado é 0.29.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
865,Fornecedor_17,Equipamentos,48364.6,2023-06-03,-1092,0.2567424642035497,Baixa,prazo próximo do vencimento,Acompanhamento da OF 865 - prioridade Baixa,"Prezado fornecedor Fornecedor_17,

A Ordem de Fornecimento 865 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-06-03 00:00:00 e o escore de risco calculado é 0.26.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
866,Fornecedor_2,Tecnologia,17751.8,2023-06-21,-1074,0.3943268435418423,Média,prazo próximo do vencimento,Acompanhamento da OF 866 - prioridade Média,"Prezado fornecedor Fornecedor_2,

A Ordem de Fornecimento 866 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-06-21 00:00:00 e o escore de risco calculado é 0.39.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
867,Fornecedor_14,Insumos,39258.42,2023-02-22,-1193,0.2220913219024494,Baixa,prazo próximo do vencimento,Acompanhamento da OF 867 - prioridade Baixa,"Prezado fornecedor Fornecedor_14,

A Ordem de Fornecimento 867 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-02-22 00:00:00 e o escore de risco calculado é 0.22.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
868,Fornecedor_6,Tecnologia,38712.13,2023-03-15,-1172,0.749730775532583,Alta,risco preditivo elevado; prazo próximo do vencimento,Acompanhamento da OF 868 - prioridade Alta,"Prezado fornecedor Fornecedor_6,

A Ordem de Fornecimento 868 apresenta prioridade Alta no acompanhamento de entrega. O prazo registrado é 2023-03-15 00:00:00 e o escore de risco calculado é 0.75.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
869,Fornecedor_18,Tecnologia,10065.22,2023-07-24,-1041,0.4196627502687232,Média,prazo próximo do vencimento,Acompanhamento da OF 869 - prioridade Média,"Prezado fornecedor Fornecedor_18,

A Ordem de Fornecimento 869 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-07-24 00:00:00 e o escore de risco calculado é 0.42.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
870,Fornecedor_6,Insumos,4017.16,2023-06-24,-1071,0.1413480984600959,Baixa,prazo próximo do vencimento,Acompanhamento da OF 870 - prioridade Baixa,"Prezado fornecedor Fornecedor_6,

A Ordem de Fornecimento 870 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-06-24 00:00:00 e o escore de risco calculado é 0.14.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
871,Fornecedor_17,Medicamentos,38048.42,2023-09-15,-988,0.4245504713870879,Média,prazo próximo do vencimento,Acompanhamento da OF 871 - prioridade Média,"Prezado fornecedor Fornecedor_17,

A Ordem de Fornecimento 871 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-09-15 00:00:00 e o escore de risco calculado é 0.42.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
872,Fornecedor_7,Equipamentos,16258.54,2023-12-01,-911,0.7910788400600514,Alta,risco preditivo elevado; prazo próximo do vencimento,Acompanhamento da OF 872 - prioridade Alta,"Prezado fornecedor Fornecedor_7,

A Ordem de Fornecimento 872 apresenta prioridade Alta no acompanhamento de entrega. O prazo registrado é 2023-12-01 00:00:00 e o escore de risco calculado é 0.79.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
873,Fornecedor_9,Medicamentos,27992.3,2023-10-28,-945,0.1276668458687214,Baixa,prazo próximo do vencimento,Acompanhamento da OF 873 - prioridade Baixa,"Prezado fornecedor Fornecedor_9,

A Ordem de Fornecimento 873 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-10-28 00:00:00 e o escore de risco calculado é 0.13.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
874,Fornecedor_20,Medicamentos,24632.98,2023-01-08,-1238,0.2905900358907978,Baixa,prazo próximo do vencimento,Acompanhamento da OF 874 - prioridade Baixa,"Prezado fornecedor Fornecedor_20,

A Ordem de Fornecimento 874 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-01-08 00:00:00 e o escore de risco calculado é 0.29.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
875,Fornecedor_2,Tecnologia,31764.75,2023-08-19,-1015,0.6408166326544805,Média,prazo próximo do vencimento,Acompanhamento da OF 875 - prioridade Média,"Prezado fornecedor Fornecedor_2,

A Ordem de Fornecimento 875 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-08-19 00:00:00 e o escore de risco calculado é 0.64.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
876,Fornecedor_18,Equipamentos,23474.56,2023-09-25,-978,0.3914995344008934,Média,prazo próximo do vencimento,Acompanhamento da OF 876 - prioridade Média,"Prezado fornecedor Fornecedor_18,

A Ordem de Fornecimento 876 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-09-25 00:00:00 e o escore de risco calculado é 0.39.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
877,Fornecedor_5,Tecnologia,46690.75,2023-04-02,-1154,0.6480195150140149,Média,prazo próximo do vencimento,Acompanhamento da OF 877 - prioridade Média,"Prezado fornecedor Fornecedor_5,

A Ordem de Fornecimento 877 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-04-02 00:00:00 e o escore de risco calculado é 0.65.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
878,Fornecedor_11,Tecnologia,41522.48,2023-11-20,-922,0.0533783597450103,Baixa,prazo próximo do vencimento,Acompanhamento da OF 878 - prioridade Baixa,"Prezado fornecedor Fornecedor_11,

A Ordem de Fornecimento 878 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-11-20 00:00:00 e o escore de risco calculado é 0.05.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
879,Fornecedor_1,Tecnologia,11517.43,2023-08-21,-1013,0.4194610164521853,Média,prazo próximo do vencimento,Acompanhamento da OF 879 - prioridade Média,"Prezado fornecedor Fornecedor_1,

A Ordem de Fornecimento 879 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-08-21 00:00:00 e o escore de risco calculado é 0.42.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
880,Fornecedor_5,Insumos,49166.09,2023-04-09,-1147,0.3218070220731692,Baixa,prazo próximo do vencimento,Acompanhamento da OF 880 - prioridade Baixa,"Prezado fornecedor Fornecedor_5,

A Ordem de Fornecimento 880 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-04-09 00:00:00 e o escore de risco calculado é 0.32.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
881,Fornecedor_10,Insumos,18011.62,2023-11-24,-918,0.3049784448366122,Baixa,prazo próximo do vencimento,Acompanhamento da OF 881 - prioridade Baixa,"Prezado fornecedor Fornecedor_10,

A Ordem de Fornecimento 881 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-11-24 00:00:00 e o escore de risco calculado é 0.30.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
882,Fornecedor_6,Tecnologia,27396.76,2023-03-12,-1175,0.5979605539864223,Média,prazo próximo do vencimento,Acompanhamento da OF 882 - prioridade Média,"Prezado fornecedor Fornecedor_6,

A Ordem de Fornecimento 882 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-03-12 00:00:00 e o escore de risco calculado é 0.60.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
883,Fornecedor_15,Insumos,29768.52,2023-10-03,-970,0.1984394539542119,Baixa,prazo próximo do vencimento,Acompanhamento da OF 883 - prioridade Baixa,"Prezado fornecedor Fornecedor_15,

A Ordem de Fornecimento 883 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-10-03 00:00:00 e o escore de risco calculado é 0.20.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
884,Fornecedor_2,Tecnologia,35461.56,2023-02-26,-1189,0.3778419094158287,Baixa,prazo próximo do vencimento,Acompanhamento da OF 884 - prioridade Baixa,"Prezado fornecedor Fornecedor_2,

A Ordem de Fornecimento 884 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-02-26 00:00:00 e o escore de risco calculado é 0.38.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
885,Fornecedor_1,Insumos,30109.91,2023-11-16,-926,0.6743776384084491,Média,prazo próximo do vencimento,Acompanhamento da OF 885 - prioridade Média,"Prezado fornecedor Fornecedor_1,

A Ordem de Fornecimento 885 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-11-16 00:00:00 e o escore de risco calculado é 0.67.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
886,Fornecedor_16,Insumos,6557.38,2023-01-09,-1237,0.5374654654407061,Média,prazo próximo do vencimento,Acompanhamento da OF 886 - prioridade Média,"Prezado fornecedor Fornecedor_16,

A Ordem de Fornecimento 886 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-01-09 00:00:00 e o escore de risco calculado é 0.54.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
887,Fornecedor_11,Insumos,31358.45,2023-11-08,-934,0.1201563358605413,Baixa,prazo próximo do vencimento,Acompanhamento da OF 887 - prioridade Baixa,"Prezado fornecedor Fornecedor_11,

A Ordem de Fornecimento 887 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-11-08 00:00:00 e o escore de risco calculado é 0.12.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
888,Fornecedor_18,Equipamentos,26499.45,2023-02-28,-1187,0.7002790217486166,Alta,risco preditivo elevado; prazo próximo do vencimento,Acompanhamento da OF 888 - prioridade Alta,"Prezado fornecedor Fornecedor_18,

A Ordem de Fornecimento 888 apresenta prioridade Alta no acompanhamento de entrega. O prazo registrado é 2023-02-28 00:00:00 e o escore de risco calculado é 0.70.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
889,Fornecedor_18,Insumos,28675.58,2024-01-09,-872,0.6181531466778859,Média,prazo próximo do vencimento,Acompanhamento da OF 889 - prioridade Média,"Prezado fornecedor Fornecedor_18,

A Ordem de Fornecimento 889 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2024-01-09 00:00:00 e o escore de risco calculado é 0.62.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
890,Fornecedor_20,Tecnologia,2820.71,2024-01-10,-871,0.2916254627004893,Baixa,prazo próximo do vencimento,Acompanhamento da OF 890 - prioridade Baixa,"Prezado fornecedor Fornecedor_20,

A Ordem de Fornecimento 890 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2024-01-10 00:00:00 e o escore de risco calculado é 0.29.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
891,Fornecedor_20,Tecnologia,11221.88,2023-12-08,-904,0.2901135167092857,Baixa,prazo próximo do vencimento,Acompanhamento da OF 891 - prioridade Baixa,"Prezado fornecedor Fornecedor_20,

A Ordem de Fornecimento 891 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-08 00:00:00 e o escore de risco calculado é 0.29.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
892,Fornecedor_3,Medicamentos,9273.19,2023-07-28,-1037,0.2673019576619838,Baixa,prazo próximo do vencimento,Acompanhamento da OF 892 - prioridade Baixa,"Prezado fornecedor Fornecedor_3,

A Ordem de Fornecimento 892 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-07-28 00:00:00 e o escore de risco calculado é 0.27.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
893,Fornecedor_8,Equipamentos,47104.74,2023-11-28,-914,0.2342257022849622,Baixa,prazo próximo do vencimento,Acompanhamento da OF 893 - prioridade Baixa,"Prezado fornecedor Fornecedor_8,

A Ordem de Fornecimento 893 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-11-28 00:00:00 e o escore de risco calculado é 0.23.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
894,Fornecedor_18,Insumos,8181.73,2023-12-08,-904,0.5107709495775696,Média,prazo próximo do vencimento,Acompanhamento da OF 894 - prioridade Média,"Prezado fornecedor Fornecedor_18,

A Ordem de Fornecimento 894 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-12-08 00:00:00 e o escore de risco calculado é 0.51.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
895,Fornecedor_1,Tecnologia,32775.21,2023-04-14,-1142,0.486835392864714,Média,prazo próximo do vencimento,Acompanhamento da OF 895 - prioridade Média,"Prezado fornecedor Fornecedor_1,

A Ordem de Fornecimento 895 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-04-14 00:00:00 e o escore de risco calculado é 0.49.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
896,Fornecedor_8,Insumos,4778.05,2023-10-03,-970,0.1917430470146876,Baixa,prazo próximo do vencimento,Acompanhamento da OF 896 - prioridade Baixa,"Prezado fornecedor Fornecedor_8,

A Ordem de Fornecimento 896 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-10-03 00:00:00 e o escore de risco calculado é 0.19.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
